3.088022145797423E-5, 12000000, 1, 441
9.8353592332615E-5, 12000000, 1, 410
7.6822948363754E-5, 12000000, 1, 422
2.4832333620484993E-5, 12000000, 1, 419
1.3751403332946523E-4, 12000000, 1, 426
2.2568587180240158E-4, 12000000, 1, 415
1.5756755615916126E-4, 12000000, 1, 442
3.90501752033693E-5, 12000000, 1, 428
1.3585384308640583E-5, 12000000, 1, 424
7.468855659374732E-7, 12000000, 1, 438
0.5001054645943732, 6000000, 2, 224
0.4999166007285708, 6000000, 2, 222
0.5000367627106052, 6000000, 2, 257
0.49987474297853757, 6000000, 2, 237
0.5000218551976022, 6000000, 2, 222
0.5000624397080906, 6000000, 2, 233
0.49993580542503724, 6000000, 2, 223
0.4999714030806421, 6000000, 2, 230
0.5000100777318135, 6000000, 2, 222
0.49988614908279255, 6000000, 2, 251
0.6666796098812054, 4000000, 3, 160
0.6666272655888107, 4000000, 3, 172
0.6666623857795864, 4000000, 3, 177
0.6666482033057686, 4000000, 3, 161
0.6667106981467561, 4000000, 3, 177
0.6666431103475897, 4000000, 3, 157
0.6666223141016923, 4000000, 3, 158
0.6666734558900725, 4000000, 3, 180
0.6665528871787392, 4000000, 3, 156
0.6666454799878535, 4000000, 3, 153
0.7500458090571621, 3000000, 4, 138
0.7499535257159925, 3000000, 4, 139
0.749990980179267, 3000000, 4, 138
0.7500474801840646, 3000000, 4, 122
0.7500148799465545, 3000000, 4, 137
0.749940501536483, 3000000, 4, 136
0.7499698125718358, 3000000, 4, 153
0.749970634872375, 3000000, 4, 129
0.7499978238418199, 3000000, 4, 123
0.7499684067031717, 3000000, 4, 123
0.8000036703415211, 2400000, 5, 117
0.8000251244278498, 2400000, 5, 118
0.7999612502440222, 2400000, 5, 118
0.7999624810422489, 2400000, 5, 115
0.7999741524047422, 2400000, 5, 113
0.799960656065568, 2400000, 5, 114
0.7999833197294642, 2400000, 5, 115
0.8000254851790541, 2400000, 5, 115
0.8000106943796762, 2400000, 5, 114
0.7999888795421429, 2400000, 5, 116
0.8333277268488104, 2000000, 6, 101
0.8333613262256853, 2000000, 6, 93
0.8333503091668468, 2000000, 6, 97
0.8333190617463532, 2000000, 6, 98
0.8333195745789475, 2000000, 6, 100
0.8333345528274807, 2000000, 6, 109
0.8333319002450958, 2000000, 6, 97
0.8332783534486866, 2000000, 6, 109
0.8333026687872146, 2000000, 6, 98
0.8333026864710971, 2000000, 6, 99
0.8749999066393043, 1500000, 8, 89
0.874987359924624, 1500000, 8, 78
0.8749652373875342, 1500000, 8, 84
0.8750123472506893, 1500000, 8, 82
0.8749897737745941, 1500000, 8, 98
0.8749929701363679, 1500000, 8, 83
0.8749680756506859, 1500000, 8, 84
0.8750172677910132, 1500000, 8, 81
0.8749965776484112, 1500000, 8, 87
0.8750051454895144, 1500000, 8, 83
0.9000046469080886, 1200000, 10, 120
0.89999078981771, 1200000, 10, 96
0.9000172413692519, 1200000, 10, 98
0.9000172944208995, 1200000, 10, 107
0.8999780786429217, 1200000, 10, 105
0.8999888693480633, 1200000, 10, 105
0.8999865881272123, 1200000, 10, 93
0.8999885192071886, 1200000, 10, 97
0.9000126577068908, 1200000, 10, 111
0.9000295387411881, 1200000, 10, 88
0.9166610516870772, 1000000, 12, 117
0.9166571347070889, 1000000, 12, 97
0.9166589119372868, 1000000, 12, 109
0.9166560648321938, 1000000, 12, 150
0.9166609897934882, 1000000, 12, 95
0.9166744472281207, 1000000, 12, 104
0.9166689652245255, 1000000, 12, 96
0.9166573822814448, 1000000, 12, 98
0.9166605388544828, 1000000, 12, 91
0.9166402112314734, 1000000, 12, 104
2.3311310248007202E-4, 12000000, 1, 403
2.3240784189484932E-5, 12000000, 1, 415
1.9756849852286122E-4, 12000000, 1, 423
1.069562842559321E-4, 12000000, 1, 409
1.2524351354687663E-5, 12000000, 1, 419
1.4832824446352896E-4, 12000000, 1, 422
1.5872636741223932E-4, 12000000, 1, 434
2.9941933710535046E-4, 12000000, 1, 414
1.0472811505261684E-4, 12000000, 1, 421
1.8041722715271118E-5, 12000000, 1, 417
0.4999663101224631, 6000000, 2, 224
0.5000038176373851, 6000000, 2, 223
0.5000326777337325, 6000000, 2, 213
0.49986768710939383, 6000000, 2, 233
0.49981564344300283, 6000000, 2, 219
0.4999770796069457, 6000000, 2, 241
0.4999810054288753, 6000000, 2, 229
0.5000961805560261, 6000000, 2, 234
0.5000145871218677, 6000000, 2, 254
0.500012252849369, 6000000, 2, 262
0.6665782812341036, 4000000, 3, 175
0.6667073382090686, 4000000, 3, 171
0.6667034123871389, 4000000, 3, 178
0.6666183529119977, 4000000, 3, 144
0.6667730515166829, 4000000, 3, 175
