7.212787754266429E-5, 16000000, 1, 563
9.289759761616194E-5, 16000000, 1, 564
0.500003486064587, 8000000, 2, 301
0.6666942167682047, 5333333, 3, 220
0.7500610680373311, 4000000, 4, 180
0.8000377135838483, 3200000, 5, 156
0.8333275190631901, 2666666, 6, 141
0.8750303649165385, 2000000, 8, 149
0.8999768160137065, 1600000, 10, 156
0.9166481756100839, 1333333, 12, 156
0.9166481623471721, 1333333, 12, 136
0.9166676521962448, 1333333, 12, 95
0.9166810278429205, 1333333, 12, 121
0.9166668298957055, 1333333, 12, 106
0.9000005619312158, 1600000, 10, 172
0.9000019545369679, 1600000, 10, 138
0.9000039121427679, 1600000, 10, 108
0.8999809460844796, 1600000, 10, 102
0.8999671553086608, 1600000, 10, 156
0.9000209178484373, 1600000, 10, 137
0.9000340640467366, 1600000, 10, 110
0.8999889277048757, 1600000, 10, 100
0.8749835136801658, 2000000, 8, 151
0.8749843194020651, 2000000, 8, 128
0.8749882783812746, 2000000, 8, 104
0.8749845879760316, 2000000, 8, 103
0.8333284607299367, 2666666, 6, 140
0.8333575993474345, 2666666, 6, 143
0.8333756899592993, 2666666, 6, 108
0.8333832232932723, 2666666, 6, 111
0.8000098137223244, 3200000, 5, 155
0.8000148589340204, 3200000, 5, 157
0.8000066624544512, 3200000, 5, 150
0.7999807679452101, 3200000, 5, 115
0.8000188059766091, 3200000, 5, 115
5.355678101705916E-5, 3200000, 5, 619
1.751193265505928E-4, 16000000, 1, 564
3.2933646553396665E-6, 8000000, 2, 588
1.0342002468777908E-4, 8000000, 2, 619
1.202762486963386E-6, 8000000, 2, 548
1.835170760507373E-5, 8000000, 2, 556
1.646946777781008E-4, 5333333, 3, 597
6.787542073056829E-5, 5333333, 3, 633
1.0467506340491212E-4, 5333333, 3, 593
2.718480694670705E-5, 5333333, 3, 597
6.224037670302347E-5, 4000000, 4, 613
6.900446178445566E-5, 4000000, 4, 638
4.841379102190841E-5, 4000000, 4, 572
1.5894689899920112E-4, 4000000, 4, 569
9.203816092345866E-5, 3200000, 5, 620
8.005379370853286E-5, 3200000, 5, 632
1.1222129304070475E-4, 3200000, 5, 635
5.18379076316526E-5, 3200000, 5, 601
4.387787514379148E-5, 2666666, 6, 632
1.434630820400394E-5, 2666666, 6, 656
1.6331744118562038E-7, 2666666, 6, 585
6.917024818351522E-5, 2666666, 6, 592
2.7455074453542226E-5, 2000000, 8, 715
3.203839999935145E-6, 2000000, 8, 773
5.064596109980438E-7, 2000000, 8, 660
7.633384281029591E-5, 2000000, 8, 696
4.0583367821880045E-5, 1600000, 10, 891
6.083811966350629E-5, 1600000, 10, 910
2.009216889865544E-5, 1600000, 10, 852
1.3171214207394003E-5, 1600000, 10, 815
2.6243140200195755E-5, 1333333, 12, 1056
6.808036315317549E-6, 1333333, 12, 1120
1.483209802963068E-5, 1333333, 12, 1121
1.971948107356163E-5, 1333333, 12, 1022
